,Pairs,Follows,Followed_by
1800,"('elizjohansen', 'caitlin_vierra')",,
1801,"('elizjohansen', 'rf_mehlinger')",,
1802,"('elizjohansen', 'tony1athome')",,
1803,"('elizjohansen', 'vanessareality')",,
1804,"('elizjohansen', 'jtamm7')",,
1805,"('elizjohansen', 'gavmdr')",,
1806,"('elizjohansen', 'equan430')",,
1807,"('elizjohansen', 'terribletasman')",,
1808,"('elizjohansen', 'hocherie1')",,
1809,"('elizjohansen', 'jkim720')",,
1810,"('elizjohansen', 'InqHmc')",,
1811,"('elizjohansen', 'claremontind')",,
1812,"('elizjohansen', 'cmcforum')",,
1813,"('elizjohansen', 'KGIpres')",,
1814,"('elizjohansen', 'KeckGrad')",,
1815,"('elizjohansen', 'hkbyoung')",,
1816,"('elizjohansen', 'macavity42')",,
1817,"('elizjohansen', 'JackRNewhouse')",,
1818,"('elizjohansen', 'everner')",,
1819,"('elizjohansen', 'raunak_pednekar')",,
1820,"('elizjohansen', 'leslieforrrestr')",,
1821,"('elizjohansen', 'hmcicecreambike')",,
1822,"('elizjohansen', 'rdchambers')",,
1823,"('elizjohansen', 'Craigni')",,
1824,"('elizjohansen', 'LucidLunatic')",,
1825,"('elizjohansen', 'EvanHub')",,
1826,"('elizjohansen', 'HEKS86')",,
1827,"('elizjohansen', 'elsweato')",,
1828,"('elizjohansen', 'StephenBlankley')",,
1829,"('elizjohansen', 'SoniaMinassian')",,
1830,"('elizjohansen', 'stephani_shusta')",,
1831,"('elizjohansen', 'moniebalogna')",,
1832,"('elizjohansen', 'susanna_todaro')",,
1833,"('elizjohansen', 'gmcredo1')",,
1834,"('elizjohansen', 'EvannRamona')",,
1835,"('elizjohansen', 'jonessurgery')",,
1836,"('elizjohansen', 'FinalFrog')",,
1837,"('elizjohansen', 'MsKretsch')",,
1838,"('elizjohansen', 'gharrettwong')",,
1839,"('elizjohansen', 'steuard')",,
1840,"('elizjohansen', 'Aerathil')",,
1841,"('elizjohansen', 'aocole')",,
1842,"('elizjohansen', 'carlosdavis')",,
1843,"('elizjohansen', 'mentaikosupaget')",,
1844,"('elizjohansen', 'pboothe')",,
1845,"('elizjohansen', 'jtbandes')",,
1846,"('elizjohansen', 'yogurtearl')",,
1847,"('elizjohansen', 'haaksmash')",,
1848,"('elizjohansen', 'angusho')",,
1849,"('elizjohansen', 'gdarklighter')",,
1850,"('elizjohansen', 'emalminator')",,
1851,"('elizjohansen', 'danwr')",,
1852,"('elizjohansen', 'Kevin_Hainline')",,
1853,"('elizjohansen', 'djtrindle')",,
1854,"('elizjohansen', 'ekayfoli')",,
1855,"('elizjohansen', 'dyong')",,
1856,"('elizjohansen', 'mtauraso')",,
1857,"('elizjohansen', 'eriksowa')",,
1858,"('elizjohansen', 'siapplebaum')",,
1859,"('elizjohansen', 'schimonster')",,
1860,"('elizjohansen', 'MikePricePhD')",,
1861,"('elizjohansen', 'jessibythebay')",,
1862,"('elizjohansen', 'jtspender')",,
1863,"('elizjohansen', 'drmorr0')",,
1864,"('elizjohansen', 'dorianscrima')",,
1865,"('elizjohansen', 'jeffreydrummond')",,
1866,"('elizjohansen', 'blampin')",,
1867,"('elizjohansen', 'franceshocutt')",,
1868,"('elizjohansen', 'MoreLuckey')",,
1869,"('mattspencer_ee', 'XandaSchofield')",,
1870,"('mattspencer_ee', 'stldenbroncofan')",,
1871,"('mattspencer_ee', 'ohmaimy')",,
1872,"('mattspencer_ee', 'PITraders')",,
1873,"('mattspencer_ee', 'HMCDOS')",,
1874,"('mattspencer_ee', 'BlaineHackman')",,
1875,"('mattspencer_ee', 'hmcen_official')",,
1876,"('mattspencer_ee', 'DaringRant')",,
1877,"('mattspencer_ee', 'abby_korth')",,
1878,"('mattspencer_ee', 'caitlin_vierra')",,
1879,"('mattspencer_ee', 'rf_mehlinger')",,
1880,"('mattspencer_ee', 'tony1athome')",,
1881,"('mattspencer_ee', 'vanessareality')",,
1882,"('mattspencer_ee', 'jtamm7')",,
1883,"('mattspencer_ee', 'gavmdr')",,
1884,"('mattspencer_ee', 'equan430')",,
1885,"('mattspencer_ee', 'terribletasman')",,
1886,"('mattspencer_ee', 'hocherie1')",,
1887,"('mattspencer_ee', 'jkim720')",,
1888,"('mattspencer_ee', 'InqHmc')",,
1889,"('mattspencer_ee', 'claremontind')",,
1890,"('mattspencer_ee', 'cmcforum')",,
1891,"('mattspencer_ee', 'KGIpres')",,
1892,"('mattspencer_ee', 'KeckGrad')",,
1893,"('mattspencer_ee', 'hkbyoung')",,
1894,"('mattspencer_ee', 'macavity42')",,
1895,"('mattspencer_ee', 'JackRNewhouse')",,
1896,"('mattspencer_ee', 'everner')",,
1897,"('mattspencer_ee', 'raunak_pednekar')",,
1898,"('mattspencer_ee', 'leslieforrrestr')",,
1899,"('mattspencer_ee', 'hmcicecreambike')",,
1900,"('mattspencer_ee', 'rdchambers')",,
1901,"('mattspencer_ee', 'Craigni')",,
1902,"('mattspencer_ee', 'LucidLunatic')",,
1903,"('mattspencer_ee', 'EvanHub')",,
1904,"('mattspencer_ee', 'HEKS86')",,
1905,"('mattspencer_ee', 'elsweato')",,
1906,"('mattspencer_ee', 'StephenBlankley')",,
1907,"('mattspencer_ee', 'SoniaMinassian')",,
1908,"('mattspencer_ee', 'stephani_shusta')",,
1909,"('mattspencer_ee', 'moniebalogna')",,
1910,"('mattspencer_ee', 'susanna_todaro')",,
1911,"('mattspencer_ee', 'gmcredo1')",,
1912,"('mattspencer_ee', 'EvannRamona')",,
1913,"('mattspencer_ee', 'jonessurgery')",,
1914,"('mattspencer_ee', 'FinalFrog')",,
1915,"('mattspencer_ee', 'MsKretsch')",,
1916,"('mattspencer_ee', 'gharrettwong')",,
1917,"('mattspencer_ee', 'steuard')",,
1918,"('mattspencer_ee', 'Aerathil')",,
1919,"('mattspencer_ee', 'aocole')",,
1920,"('mattspencer_ee', 'carlosdavis')",,
1921,"('mattspencer_ee', 'mentaikosupaget')",,
1922,"('mattspencer_ee', 'pboothe')",,
1923,"('mattspencer_ee', 'jtbandes')",,
1924,"('mattspencer_ee', 'yogurtearl')",,
1925,"('mattspencer_ee', 'haaksmash')",,
1926,"('mattspencer_ee', 'angusho')",,
1927,"('mattspencer_ee', 'gdarklighter')",,
1928,"('mattspencer_ee', 'emalminator')",,
1929,"('mattspencer_ee', 'danwr')",,
1930,"('mattspencer_ee', 'Kevin_Hainline')",,
1931,"('mattspencer_ee', 'djtrindle')",,
1932,"('mattspencer_ee', 'ekayfoli')",,
1933,"('mattspencer_ee', 'dyong')",,
1934,"('mattspencer_ee', 'mtauraso')",,
1935,"('mattspencer_ee', 'eriksowa')",,
1936,"('mattspencer_ee', 'siapplebaum')",,
1937,"('mattspencer_ee', 'schimonster')",,
1938,"('mattspencer_ee', 'MikePricePhD')",,
1939,"('mattspencer_ee', 'jessibythebay')",,
1940,"('mattspencer_ee', 'jtspender')",,
1941,"('mattspencer_ee', 'drmorr0')",,
1942,"('mattspencer_ee', 'dorianscrima')",,
1943,"('mattspencer_ee', 'jeffreydrummond')",,
1944,"('mattspencer_ee', 'blampin')",,
1945,"('mattspencer_ee', 'franceshocutt')",,
1946,"('mattspencer_ee', 'MoreLuckey')",,
1947,"('XandaSchofield', 'stldenbroncofan')",,
1948,"('XandaSchofield', 'ohmaimy')",,
1949,"('XandaSchofield', 'PITraders')",,
1950,"('XandaSchofield', 'HMCDOS')",,
1951,"('XandaSchofield', 'BlaineHackman')",,
1952,"('XandaSchofield', 'hmcen_official')",,
1953,"('XandaSchofield', 'DaringRant')",,
1954,"('XandaSchofield', 'abby_korth')",,
1955,"('XandaSchofield', 'caitlin_vierra')",,
1956,"('XandaSchofield', 'rf_mehlinger')",,
1957,"('XandaSchofield', 'tony1athome')",,
1958,"('XandaSchofield', 'vanessareality')",,
1959,"('XandaSchofield', 'jtamm7')",,
1960,"('XandaSchofield', 'gavmdr')",,
1961,"('XandaSchofield', 'equan430')",,
1962,"('XandaSchofield', 'terribletasman')",,
1963,"('XandaSchofield', 'hocherie1')",,
1964,"('XandaSchofield', 'jkim720')",,
1965,"('XandaSchofield', 'InqHmc')",,
1966,"('XandaSchofield', 'claremontind')",,
1967,"('XandaSchofield', 'cmcforum')",,
1968,"('XandaSchofield', 'KGIpres')",,
1969,"('XandaSchofield', 'KeckGrad')",,
1970,"('XandaSchofield', 'hkbyoung')",,
1971,"('XandaSchofield', 'macavity42')",,
1972,"('XandaSchofield', 'JackRNewhouse')",,
1973,"('XandaSchofield', 'everner')",,
1974,"('XandaSchofield', 'raunak_pednekar')",,
1975,"('XandaSchofield', 'leslieforrrestr')",,
1976,"('XandaSchofield', 'hmcicecreambike')",,
1977,"('XandaSchofield', 'rdchambers')",,
1978,"('XandaSchofield', 'Craigni')",,
1979,"('XandaSchofield', 'LucidLunatic')",,
1980,"('XandaSchofield', 'EvanHub')",,
1981,"('XandaSchofield', 'HEKS86')",,
1982,"('XandaSchofield', 'elsweato')",,
1983,"('XandaSchofield', 'StephenBlankley')",,
1984,"('XandaSchofield', 'SoniaMinassian')",,
1985,"('XandaSchofield', 'stephani_shusta')",,
1986,"('XandaSchofield', 'moniebalogna')",,
1987,"('XandaSchofield', 'susanna_todaro')",,
1988,"('XandaSchofield', 'gmcredo1')",,
1989,"('XandaSchofield', 'EvannRamona')",,
1990,"('XandaSchofield', 'jonessurgery')",,
1991,"('XandaSchofield', 'FinalFrog')",,
1992,"('XandaSchofield', 'MsKretsch')",,
1993,"('XandaSchofield', 'gharrettwong')",,
1994,"('XandaSchofield', 'steuard')",,
1995,"('XandaSchofield', 'Aerathil')",,
1996,"('XandaSchofield', 'aocole')",,
1997,"('XandaSchofield', 'carlosdavis')",,
1998,"('XandaSchofield', 'mentaikosupaget')",,
1999,"('XandaSchofield', 'pboothe')",,
2000,"('XandaSchofield', 'jtbandes')",,
2001,"('XandaSchofield', 'yogurtearl')",,
2002,"('XandaSchofield', 'haaksmash')",,
2003,"('XandaSchofield', 'angusho')",,
2004,"('XandaSchofield', 'gdarklighter')",,
2005,"('XandaSchofield', 'emalminator')",,
2006,"('XandaSchofield', 'danwr')",,
2007,"('XandaSchofield', 'Kevin_Hainline')",,
2008,"('XandaSchofield', 'djtrindle')",,
2009,"('XandaSchofield', 'ekayfoli')",,
2010,"('XandaSchofield', 'dyong')",,
2011,"('XandaSchofield', 'mtauraso')",,
2012,"('XandaSchofield', 'eriksowa')",,
2013,"('XandaSchofield', 'siapplebaum')",,
2014,"('XandaSchofield', 'schimonster')",,
2015,"('XandaSchofield', 'MikePricePhD')",,
2016,"('XandaSchofield', 'jessibythebay')",,
2017,"('XandaSchofield', 'jtspender')",,
2018,"('XandaSchofield', 'drmorr0')",,
2019,"('XandaSchofield', 'dorianscrima')",,
2020,"('XandaSchofield', 'jeffreydrummond')",,
2021,"('XandaSchofield', 'blampin')",,
2022,"('XandaSchofield', 'franceshocutt')",,
2023,"('XandaSchofield', 'MoreLuckey')",,
2024,"('stldenbroncofan', 'ohmaimy')",,
2025,"('stldenbroncofan', 'PITraders')",,
2026,"('stldenbroncofan', 'HMCDOS')",,
2027,"('stldenbroncofan', 'BlaineHackman')",,
2028,"('stldenbroncofan', 'hmcen_official')",,
2029,"('stldenbroncofan', 'DaringRant')",,
2030,"('stldenbroncofan', 'abby_korth')",,
2031,"('stldenbroncofan', 'caitlin_vierra')",,
2032,"('stldenbroncofan', 'rf_mehlinger')",,
2033,"('stldenbroncofan', 'tony1athome')",,
2034,"('stldenbroncofan', 'vanessareality')",,
2035,"('stldenbroncofan', 'jtamm7')",,
2036,"('stldenbroncofan', 'gavmdr')",,
2037,"('stldenbroncofan', 'equan430')",,
2038,"('stldenbroncofan', 'terribletasman')",,
2039,"('stldenbroncofan', 'hocherie1')",,
2040,"('stldenbroncofan', 'jkim720')",,
2041,"('stldenbroncofan', 'InqHmc')",,
2042,"('stldenbroncofan', 'claremontind')",,
2043,"('stldenbroncofan', 'cmcforum')",,
2044,"('stldenbroncofan', 'KGIpres')",,
2045,"('stldenbroncofan', 'KeckGrad')",,
2046,"('stldenbroncofan', 'hkbyoung')",,
2047,"('stldenbroncofan', 'macavity42')",,
2048,"('stldenbroncofan', 'JackRNewhouse')",,
2049,"('stldenbroncofan', 'everner')",,
2050,"('stldenbroncofan', 'raunak_pednekar')",,
2051,"('stldenbroncofan', 'leslieforrrestr')",,
2052,"('stldenbroncofan', 'hmcicecreambike')",,
2053,"('stldenbroncofan', 'rdchambers')",,
2054,"('stldenbroncofan', 'Craigni')",,
2055,"('stldenbroncofan', 'LucidLunatic')",,
2056,"('stldenbroncofan', 'EvanHub')",,
2057,"('stldenbroncofan', 'HEKS86')",,
2058,"('stldenbroncofan', 'elsweato')",,
2059,"('stldenbroncofan', 'StephenBlankley')",,
2060,"('stldenbroncofan', 'SoniaMinassian')",,
2061,"('stldenbroncofan', 'stephani_shusta')",,
2062,"('stldenbroncofan', 'moniebalogna')",,
2063,"('stldenbroncofan', 'susanna_todaro')",,
2064,"('stldenbroncofan', 'gmcredo1')",,
2065,"('stldenbroncofan', 'EvannRamona')",,
2066,"('stldenbroncofan', 'jonessurgery')",,
2067,"('stldenbroncofan', 'FinalFrog')",,
2068,"('stldenbroncofan', 'MsKretsch')",,
2069,"('stldenbroncofan', 'gharrettwong')",,
2070,"('stldenbroncofan', 'steuard')",,
2071,"('stldenbroncofan', 'Aerathil')",,
2072,"('stldenbroncofan', 'aocole')",,
2073,"('stldenbroncofan', 'carlosdavis')",,
2074,"('stldenbroncofan', 'mentaikosupaget')",,
2075,"('stldenbroncofan', 'pboothe')",,
2076,"('stldenbroncofan', 'jtbandes')",,
2077,"('stldenbroncofan', 'yogurtearl')",,
2078,"('stldenbroncofan', 'haaksmash')",,
2079,"('stldenbroncofan', 'angusho')",,
2080,"('stldenbroncofan', 'gdarklighter')",,
2081,"('stldenbroncofan', 'emalminator')",,
2082,"('stldenbroncofan', 'danwr')",,
2083,"('stldenbroncofan', 'Kevin_Hainline')",,
2084,"('stldenbroncofan', 'djtrindle')",,
2085,"('stldenbroncofan', 'ekayfoli')",,
2086,"('stldenbroncofan', 'dyong')",,
2087,"('stldenbroncofan', 'mtauraso')",,
2088,"('stldenbroncofan', 'eriksowa')",,
2089,"('stldenbroncofan', 'siapplebaum')",,
2090,"('stldenbroncofan', 'schimonster')",,
2091,"('stldenbroncofan', 'MikePricePhD')",,
2092,"('stldenbroncofan', 'jessibythebay')",,
2093,"('stldenbroncofan', 'jtspender')",,
2094,"('stldenbroncofan', 'drmorr0')",,
2095,"('stldenbroncofan', 'dorianscrima')",,
2096,"('stldenbroncofan', 'jeffreydrummond')",,
2097,"('stldenbroncofan', 'blampin')",,
2098,"('stldenbroncofan', 'franceshocutt')",,
2099,"('stldenbroncofan', 'MoreLuckey')",,
2100,"('ohmaimy', 'PITraders')",,
2101,"('ohmaimy', 'HMCDOS')",,
2102,"('ohmaimy', 'BlaineHackman')",,
2103,"('ohmaimy', 'hmcen_official')",,
2104,"('ohmaimy', 'DaringRant')",,
2105,"('ohmaimy', 'abby_korth')",,
2106,"('ohmaimy', 'caitlin_vierra')",,
2107,"('ohmaimy', 'rf_mehlinger')",,
2108,"('ohmaimy', 'tony1athome')",,
2109,"('ohmaimy', 'vanessareality')",,
2110,"('ohmaimy', 'jtamm7')",,
2111,"('ohmaimy', 'gavmdr')",,
2112,"('ohmaimy', 'equan430')",,
2113,"('ohmaimy', 'terribletasman')",,
2114,"('ohmaimy', 'hocherie1')",,
2115,"('ohmaimy', 'jkim720')",,
2116,"('ohmaimy', 'InqHmc')",,
2117,"('ohmaimy', 'claremontind')",,
2118,"('ohmaimy', 'cmcforum')",,
2119,"('ohmaimy', 'KGIpres')",,
2120,"('ohmaimy', 'KeckGrad')",,
2121,"('ohmaimy', 'hkbyoung')",,
2122,"('ohmaimy', 'macavity42')",,
2123,"('ohmaimy', 'JackRNewhouse')",,
2124,"('ohmaimy', 'everner')",,
2125,"('ohmaimy', 'raunak_pednekar')",,
2126,"('ohmaimy', 'leslieforrrestr')",,
2127,"('ohmaimy', 'hmcicecreambike')",,
2128,"('ohmaimy', 'rdchambers')",,
2129,"('ohmaimy', 'Craigni')",,
2130,"('ohmaimy', 'LucidLunatic')",,
2131,"('ohmaimy', 'EvanHub')",,
2132,"('ohmaimy', 'HEKS86')",,
2133,"('ohmaimy', 'elsweato')",,
2134,"('ohmaimy', 'StephenBlankley')",,
2135,"('ohmaimy', 'SoniaMinassian')",,
2136,"('ohmaimy', 'stephani_shusta')",,
2137,"('ohmaimy', 'moniebalogna')",,
2138,"('ohmaimy', 'susanna_todaro')",,
2139,"('ohmaimy', 'gmcredo1')",,
2140,"('ohmaimy', 'EvannRamona')",,
2141,"('ohmaimy', 'jonessurgery')",,
2142,"('ohmaimy', 'FinalFrog')",,
2143,"('ohmaimy', 'MsKretsch')",,
2144,"('ohmaimy', 'gharrettwong')",,
2145,"('ohmaimy', 'steuard')",,
2146,"('ohmaimy', 'Aerathil')",,
2147,"('ohmaimy', 'aocole')",,
2148,"('ohmaimy', 'carlosdavis')",,
2149,"('ohmaimy', 'mentaikosupaget')",,
2150,"('ohmaimy', 'pboothe')",,
2151,"('ohmaimy', 'jtbandes')",,
2152,"('ohmaimy', 'yogurtearl')",,
2153,"('ohmaimy', 'haaksmash')",,
2154,"('ohmaimy', 'angusho')",,
2155,"('ohmaimy', 'gdarklighter')",,
2156,"('ohmaimy', 'emalminator')",,
2157,"('ohmaimy', 'danwr')",,
2158,"('ohmaimy', 'Kevin_Hainline')",,
2159,"('ohmaimy', 'djtrindle')",,
2160,"('ohmaimy', 'ekayfoli')",,
2161,"('ohmaimy', 'dyong')",,
2162,"('ohmaimy', 'mtauraso')",,
2163,"('ohmaimy', 'eriksowa')",,
2164,"('ohmaimy', 'siapplebaum')",,
2165,"('ohmaimy', 'schimonster')",,
2166,"('ohmaimy', 'MikePricePhD')",,
2167,"('ohmaimy', 'jessibythebay')",,
2168,"('ohmaimy', 'jtspender')",,
2169,"('ohmaimy', 'drmorr0')",,
2170,"('ohmaimy', 'dorianscrima')",,
2171,"('ohmaimy', 'jeffreydrummond')",,
2172,"('ohmaimy', 'blampin')",,
2173,"('ohmaimy', 'franceshocutt')",,
2174,"('ohmaimy', 'MoreLuckey')",,
2175,"('PITraders', 'HMCDOS')",,
2176,"('PITraders', 'BlaineHackman')",,
2177,"('PITraders', 'hmcen_official')",,
2178,"('PITraders', 'DaringRant')",,
2179,"('PITraders', 'abby_korth')",,
2180,"('PITraders', 'caitlin_vierra')",,
2181,"('PITraders', 'rf_mehlinger')",,
2182,"('PITraders', 'tony1athome')",,
2183,"('PITraders', 'vanessareality')",,
2184,"('PITraders', 'jtamm7')",,
2185,"('PITraders', 'gavmdr')",,
2186,"('PITraders', 'equan430')",,
2187,"('PITraders', 'terribletasman')",,
2188,"('PITraders', 'hocherie1')",,
2189,"('PITraders', 'jkim720')",,
2190,"('PITraders', 'InqHmc')",,
2191,"('PITraders', 'claremontind')",,
2192,"('PITraders', 'cmcforum')",,
2193,"('PITraders', 'KGIpres')",,
2194,"('PITraders', 'KeckGrad')",,
2195,"('PITraders', 'hkbyoung')",,
2196,"('PITraders', 'macavity42')",,
2197,"('PITraders', 'JackRNewhouse')",,
2198,"('PITraders', 'everner')",,
2199,"('PITraders', 'raunak_pednekar')",,
2200,"('PITraders', 'leslieforrrestr')",,
2201,"('PITraders', 'hmcicecreambike')",,
2202,"('PITraders', 'rdchambers')",,
2203,"('PITraders', 'Craigni')",,
2204,"('PITraders', 'LucidLunatic')",,
2205,"('PITraders', 'EvanHub')",,
2206,"('PITraders', 'HEKS86')",,
2207,"('PITraders', 'elsweato')",,
2208,"('PITraders', 'StephenBlankley')",,
2209,"('PITraders', 'SoniaMinassian')",,
2210,"('PITraders', 'stephani_shusta')",,
2211,"('PITraders', 'moniebalogna')",,
2212,"('PITraders', 'susanna_todaro')",,
2213,"('PITraders', 'gmcredo1')",,
2214,"('PITraders', 'EvannRamona')",,
2215,"('PITraders', 'jonessurgery')",,
2216,"('PITraders', 'FinalFrog')",,
2217,"('PITraders', 'MsKretsch')",,
2218,"('PITraders', 'gharrettwong')",,
2219,"('PITraders', 'steuard')",,
2220,"('PITraders', 'Aerathil')",,
2221,"('PITraders', 'aocole')",,
2222,"('PITraders', 'carlosdavis')",,
2223,"('PITraders', 'mentaikosupaget')",,
2224,"('PITraders', 'pboothe')",,
2225,"('PITraders', 'jtbandes')",,
2226,"('PITraders', 'yogurtearl')",,
2227,"('PITraders', 'haaksmash')",,
2228,"('PITraders', 'angusho')",,
2229,"('PITraders', 'gdarklighter')",,
2230,"('PITraders', 'emalminator')",,
2231,"('PITraders', 'danwr')",,
2232,"('PITraders', 'Kevin_Hainline')",,
2233,"('PITraders', 'djtrindle')",,
2234,"('PITraders', 'ekayfoli')",,
2235,"('PITraders', 'dyong')",,
2236,"('PITraders', 'mtauraso')",,
2237,"('PITraders', 'eriksowa')",,
2238,"('PITraders', 'siapplebaum')",,
2239,"('PITraders', 'schimonster')",,
2240,"('PITraders', 'MikePricePhD')",,
2241,"('PITraders', 'jessibythebay')",,
2242,"('PITraders', 'jtspender')",,
2243,"('PITraders', 'drmorr0')",,
2244,"('PITraders', 'dorianscrima')",,
2245,"('PITraders', 'jeffreydrummond')",,
2246,"('PITraders', 'blampin')",,
2247,"('PITraders', 'franceshocutt')",,
2248,"('PITraders', 'MoreLuckey')",,
2249,"('HMCDOS', 'BlaineHackman')",,
2250,"('HMCDOS', 'hmcen_official')",,
2251,"('HMCDOS', 'DaringRant')",,
2252,"('HMCDOS', 'abby_korth')",,
2253,"('HMCDOS', 'caitlin_vierra')",,
2254,"('HMCDOS', 'rf_mehlinger')",,
2255,"('HMCDOS', 'tony1athome')",,
2256,"('HMCDOS', 'vanessareality')",,
2257,"('HMCDOS', 'jtamm7')",,
2258,"('HMCDOS', 'gavmdr')",,
2259,"('HMCDOS', 'equan430')",,
2260,"('HMCDOS', 'terribletasman')",,
2261,"('HMCDOS', 'hocherie1')",,
2262,"('HMCDOS', 'jkim720')",,
2263,"('HMCDOS', 'InqHmc')",,
2264,"('HMCDOS', 'claremontind')",,
2265,"('HMCDOS', 'cmcforum')",,
2266,"('HMCDOS', 'KGIpres')",,
2267,"('HMCDOS', 'KeckGrad')",,
2268,"('HMCDOS', 'hkbyoung')",,
2269,"('HMCDOS', 'macavity42')",,
2270,"('HMCDOS', 'JackRNewhouse')",,
2271,"('HMCDOS', 'everner')",,
2272,"('HMCDOS', 'raunak_pednekar')",,
2273,"('HMCDOS', 'leslieforrrestr')",,
2274,"('HMCDOS', 'hmcicecreambike')",,
2275,"('HMCDOS', 'rdchambers')",,
2276,"('HMCDOS', 'Craigni')",,
2277,"('HMCDOS', 'LucidLunatic')",,
2278,"('HMCDOS', 'EvanHub')",,
2279,"('HMCDOS', 'HEKS86')",,
2280,"('HMCDOS', 'elsweato')",,
2281,"('HMCDOS', 'StephenBlankley')",,
2282,"('HMCDOS', 'SoniaMinassian')",,
2283,"('HMCDOS', 'stephani_shusta')",,
2284,"('HMCDOS', 'moniebalogna')",,
2285,"('HMCDOS', 'susanna_todaro')",,
2286,"('HMCDOS', 'gmcredo1')",,
2287,"('HMCDOS', 'EvannRamona')",,
2288,"('HMCDOS', 'jonessurgery')",,
2289,"('HMCDOS', 'FinalFrog')",,
2290,"('HMCDOS', 'MsKretsch')",,
2291,"('HMCDOS', 'gharrettwong')",,
2292,"('HMCDOS', 'steuard')",,
2293,"('HMCDOS', 'Aerathil')",,
2294,"('HMCDOS', 'aocole')",,
2295,"('HMCDOS', 'carlosdavis')",,
2296,"('HMCDOS', 'mentaikosupaget')",,
2297,"('HMCDOS', 'pboothe')",,
2298,"('HMCDOS', 'jtbandes')",,
2299,"('HMCDOS', 'yogurtearl')",,
2300,"('HMCDOS', 'haaksmash')",,
2301,"('HMCDOS', 'angusho')",,
2302,"('HMCDOS', 'gdarklighter')",,
2303,"('HMCDOS', 'emalminator')",,
2304,"('HMCDOS', 'danwr')",,
2305,"('HMCDOS', 'Kevin_Hainline')",,
2306,"('HMCDOS', 'djtrindle')",,
2307,"('HMCDOS', 'ekayfoli')",,
2308,"('HMCDOS', 'dyong')",,
2309,"('HMCDOS', 'mtauraso')",,
2310,"('HMCDOS', 'eriksowa')",,
2311,"('HMCDOS', 'siapplebaum')",,
2312,"('HMCDOS', 'schimonster')",,
2313,"('HMCDOS', 'MikePricePhD')",,
2314,"('HMCDOS', 'jessibythebay')",,
2315,"('HMCDOS', 'jtspender')",,
2316,"('HMCDOS', 'drmorr0')",,
2317,"('HMCDOS', 'dorianscrima')",,
2318,"('HMCDOS', 'jeffreydrummond')",,
2319,"('HMCDOS', 'blampin')",,
2320,"('HMCDOS', 'franceshocutt')",,
2321,"('HMCDOS', 'MoreLuckey')",,
2322,"('BlaineHackman', 'hmcen_official')",,
2323,"('BlaineHackman', 'DaringRant')",,
2324,"('BlaineHackman', 'abby_korth')",,
2325,"('BlaineHackman', 'caitlin_vierra')",,
2326,"('BlaineHackman', 'rf_mehlinger')",,
2327,"('BlaineHackman', 'tony1athome')",,
2328,"('BlaineHackman', 'vanessareality')",,
2329,"('BlaineHackman', 'jtamm7')",,
2330,"('BlaineHackman', 'gavmdr')",,
2331,"('BlaineHackman', 'equan430')",,
2332,"('BlaineHackman', 'terribletasman')",,
2333,"('BlaineHackman', 'hocherie1')",,
2334,"('BlaineHackman', 'jkim720')",,
2335,"('BlaineHackman', 'InqHmc')",,
2336,"('BlaineHackman', 'claremontind')",,
2337,"('BlaineHackman', 'cmcforum')",,
2338,"('BlaineHackman', 'KGIpres')",,
2339,"('BlaineHackman', 'KeckGrad')",,
2340,"('BlaineHackman', 'hkbyoung')",,
2341,"('BlaineHackman', 'macavity42')",,
2342,"('BlaineHackman', 'JackRNewhouse')",,
2343,"('BlaineHackman', 'everner')",,
2344,"('BlaineHackman', 'raunak_pednekar')",,
2345,"('BlaineHackman', 'leslieforrrestr')",,
2346,"('BlaineHackman', 'hmcicecreambike')",,
2347,"('BlaineHackman', 'rdchambers')",,
2348,"('BlaineHackman', 'Craigni')",,
2349,"('BlaineHackman', 'LucidLunatic')",,
2350,"('BlaineHackman', 'EvanHub')",,
2351,"('BlaineHackman', 'HEKS86')",,
2352,"('BlaineHackman', 'elsweato')",,
2353,"('BlaineHackman', 'StephenBlankley')",,
2354,"('BlaineHackman', 'SoniaMinassian')",,
2355,"('BlaineHackman', 'stephani_shusta')",,
2356,"('BlaineHackman', 'moniebalogna')",,
2357,"('BlaineHackman', 'susanna_todaro')",,
2358,"('BlaineHackman', 'gmcredo1')",,
2359,"('BlaineHackman', 'EvannRamona')",,
2360,"('BlaineHackman', 'jonessurgery')",,
2361,"('BlaineHackman', 'FinalFrog')",,
2362,"('BlaineHackman', 'MsKretsch')",,
2363,"('BlaineHackman', 'gharrettwong')",,
2364,"('BlaineHackman', 'steuard')",,
2365,"('BlaineHackman', 'Aerathil')",,
2366,"('BlaineHackman', 'aocole')",,
2367,"('BlaineHackman', 'carlosdavis')",,
2368,"('BlaineHackman', 'mentaikosupaget')",,
2369,"('BlaineHackman', 'pboothe')",,
2370,"('BlaineHackman', 'jtbandes')",,
2371,"('BlaineHackman', 'yogurtearl')",,
2372,"('BlaineHackman', 'haaksmash')",,
2373,"('BlaineHackman', 'angusho')",,
2374,"('BlaineHackman', 'gdarklighter')",,
2375,"('BlaineHackman', 'emalminator')",,
2376,"('BlaineHackman', 'danwr')",,
2377,"('BlaineHackman', 'Kevin_Hainline')",,
2378,"('BlaineHackman', 'djtrindle')",,
2379,"('BlaineHackman', 'ekayfoli')",,
2380,"('BlaineHackman', 'dyong')",,
2381,"('BlaineHackman', 'mtauraso')",,
